P061-NDEG,"Pre Business, Marketing & Information Technology"
P062-NDEG,Pre Science 7-12
P063-NDEG,Pre Earth & Space Science 7-12
P064-NDEG,Pre Elementary Education & Special Education (K-6)
P065-NDEG,Pre Special Education (7-12)
P066-NDEG,Pre English Language Arts
P067-NDEG,Pre Secondary English 7-12
P068-NDEG,Pre Journalism Grades 7-12
P069-NDEG,Pre Speech Grades 7-12
P070-NDEG,Pre Theatre Grades 7-12
PACC-NDEG,Pre-Accounting
PAEV-GCER,Policy Analysis and Evaluation
PAEV-MIN,Policy Analysis and Evaluation
PARC-NDEG,Pre-Architecture
PARE-NDEG,Pre-Architectural Engineering
PAVN-NDEG,Pre-Aviation Studies
PBAC-ACER,Admin/Added Endorsements
PBAC-NDEG,Post-Baccalaureate
PBAC-TCER,Initial Teacher Certification
PBIO-B1PB,Plant Biology
PBIO-BA,Plant Biology
PBIO-BS,Plant Biology
PBIO-MAJ,Plant Biology
PBIO-MIN,Plant Biology
PCCJ-NDEG,Pre Criminology & Criminal Justice
PCHR-NDEG,Pre-Chiropractic
PCYT-NDEG,Pre-Cytotechnology
PDAN-ADM,Pre-Dance
PDHY-NDEG,Pre-Dental Hygiene
PDNT-NDEG,Pre-Dentistry
PE1-BSEH,Physical Education K-6 and 7-12
PE1-MAJ,Physical Education K-6 and 7-12
PE2-BSEH,Physical Education 7-12
PE2-MAJ,Physical Education 7-12
PEDU-NDEG,Pre-Education
PEEL-NDEG,Pre-Electronics Engineering
PENG-NDEG,Pre-Engineering
PFOR-NDEG,Pre-Forestry
PGAM-B1PM,PGA Golf Management
PHAO-BS,Physics(Astronomy Option)
PHIL-BA,Philosophy
PHIL-BS,Philosophy
PHIL-GMAJ,Philosophy
PHIL-GMIN,Philosophy
PHIL-MA,Philosophy
PHIL-MAJ,Philosophy
PHIL-MIN,Philosophy
PHIL-PHD,Philosophy
PHLT-NDEG,Pre-Health
PHRM-BA,Pharmacy
PHRM-BS,Pharmacy
PHSC-BSEH,Physical Science
PHYA-GMAJ,Physics and Astronomy
PHYA-GMIN,Physics and Astronomy
PHYA-MS,Physics and Astronomy
PHYA-PHD,Physics and Astronomy
PHYS-BA,Physics
PHYS-BS,Physics
PHYS-GMIN,Physics
PHYS-MAJ,Physics
PHYS-MIN,Physics
PINT-NDEG,Pre-Interior Design
PLAR-NDEG,Pre-Landscape Architecture
PLAW-NDEG,Pre-Law
PMED-NDEG,Pre-Medicine
PMSC-NDEG,Pre-Mortuary Science
PMT-NDEG,Pre-Clinical Laboratory Science
PMUE-ADM,Pre-Music Education
PMUS-ADM,Pre-Music
PNMT-NDEG,Pre-Nuclear Medical Technology
PNRS-NDEG,Pre-Nursing
POCT-NDEG,Pre-Occupational Therapy
POLS-BA,Political Science
POLS-BS,Political Science
POLS-GMAJ,Political Science
POLS-GMIN,Political Science
POLS-MA,Political Science
POLS-MAJ,Political Science
POLS-MIN,Political Science
POLS-PHD,Political Science
POPT-NDEG,Pre-Optometry
PORT-MIN,Portuguese
PPA-NDEG,Pre-Physician's Assistant
PPHM-NDEG,Pre-Pharmacy
PPSC-NDEG,Pre-Clinical Perfusion Science
PPT-NDEG,Pre-Physical Therapy
PRDA-MIN,Product Design
PRDF-MIN,Product Design
PRT-NDEG,Pre-Radiation Science Technology
PSYC-BA,Psychology
PSYC-BS,Psychology
PSYC-GMAJ,Psychology
PSYC-GMIN,Psychology
PSYC-MA,Psychology
PSYC-MAJ,Psychology
PSYC-MIN,Psychology
PSYC-PHD,Psychology
PSYE-PHD,Psychological Studies in Education
PTHE-ADM,Pre-Theatre
PVET-NDEG,Pre-Veterinary Medicine
QLTS-GCER,Quilt Studies
QQPM-GMIN,"Quantitative, Qualitative and Psychometric Methods"
RELG-MIN,Religious Studies
RINR-GCER,Response to Intervention: Reading
ROBE-MIN,Robotics Engineering
RUSS-BA,Russian
RUSS-BS,Russian
RUSS-MAJ,Russian
RUSS-MIN,Russian
SCIE-BSEH,Science 7-12
SCIE-MAJ,Science 7-12
SCMS-BSBA,Supply Chain Management
SCMS-GCER,Supply Chain Management Systems
SCMS-MAJ,Supply Chain Management
SCMS-MIN,Supply Chain Management
SCTL-LLM,"Space, Cyber and Telecommunications Law"
SDIS-GCER,Sensory Disabilities
SECD-EDS,Special Education & Communication Disorders
SENG-BSEH,Secondary English Grades 7-12
SENG-MAJ,Secondary English Grades 7-12
SLAW-JSD,Space Law
SLPA-BA,Speech-Language Pathology & Audiology
SLPA-BS,Speech-Language Pathology & Audiology
SLPA-GMAJ,Speech-Language Pathology & Audiology
SLPA-GMIN,Speech-Language Pathology & Audiology
SLPA-MAJ,Speech-Language Pathology & Audiology
SLPA-MS,Speech-Language Pathology & Audiology
SOCI-BA,Sociology
SOCI-BS,Sociology
SOCI-GMAJ,Sociology
SOCI-GMIN,Sociology
SOCI-MA,Sociology
SOCI-MAJ,Sociology
SOCI-MIN,Sociology
SOCI-PHD,Sociology
SOCW-BSSW,Social Work
SPAN-BA,Spanish
SPAN-BS,Spanish
SPAN-GMIN,Spanish
SPAN-MAJ,Spanish
SPAN-MIN,Spanish
SPED-GMAJ,Special Education
SPED-GMIN,Special Education
SPED-MA,Special Education
SPED-MED,Special Education
SPEN-BSEH,Speech and English
SPFL-BSEH,Spanish 7-12 and Spanish K-6
SPFL-MAJ,Spanish 7-12 and Spanish K-6
SPLP-BSEH,Speech-Language Pathologist
SPLP-MAJ,Speech-Language Pathologist
SPM3-BSEH,Elementary Ed & Spcl Ed-Mild/Mod Disabilities K-9
SPM3-MAJ,Elementary Ed & Spcl Ed-Mild/Mod Disabilities K-9
SPM5-BSEH,Special Education-Mild/Moderate Disabilities K-9
SPM5-MAJ,Special Education-Mild/Moderate Disabilities K-9
SPM7-BSEH,Elementary Education and Special Education (K-6)
SPM7-MAJ,Elementary Education and Special Education (K-6)
SPM8-BSEH,Special Education (7-12)
SPM8-MAJ,Special Education (7-12)
SRAM-GMAJ,Survey Research and Methodology
SRAM-GMIN,Survey Research and Methodology
SRAM-MS,Survey Research and Methodology
SRAM-PHD,Survey Research and Methodology
SSCI-BSEH,Social Science
SSCI-MAJ,Social Science
STAT-GMAJ,Statistics
STAT-GMIN,Statistics
STAT-MS,Statistics
STAT-PHD,Statistics
STED-GMIN,College STEM Education
SURM-GCER,Survey Research and Methodology
SWDV-MIN,Software Development
SXST-MIN,Sexuality Studies
TCOM-BSEH,"Textiles, Merchandising and Fashion Design (Communications)"
TCOM-MAJ,"Textiles, Merchandising and Fashion Design (Communications)"
TDES-BSEH,"Textiles, Merchandising and Fashion Design (Textile and Apparel Design)"
TDES-MAJ,"Textiles, Merchandising and Fashion Design (Textile and Apparel Design)"
TDMT-BA,Theatre
TDMT-MAJ,Theatre
TDMT-MIN,Theatre
TEAC-GMAJ,"Teaching, Learning and Teacher Education"
TEAC-GMIN,"Teaching, Learning and Teacher Education"
TEAC-MA,"Teaching, Learning and Teacher Education"
TEAC-MED,"Teaching, Learning and Teacher Education"
TEAC-MST,"Teaching, Learning and Teacher Education"
TED-BSEH,Technical Education
TED-MAJ,Technical Education
TELE-GMAJ,Telecommunications Engineering
TELE-GMIN,Telecommunications Engineering
TELE-MS,Telecommunications Engineering
TESO-GCER,Teaching English to Speakers of Other Languages
TFNM-BFA,Theatre
TFNM-MAJ,Theatre
THEA-BFA,Theatre Arts
THEA-GMIN,Theatre Arts
THEA-MFA,Theatre Arts
THEA-MIN,Theatre Arts
TLMT-B1TL,Turfgrass and Landscape Management
TLMT-MIN,Turfgrass and Landscape Management
TMER-BSEH,"Textiles, Merchandising and Fashion Design (Merchandising)"
TMER-MAJ,"Textiles, Merchandising and Fashion Design (Merchandising)"
TMFD-GMAJ,"Textiles, Merchandising and Fashion Design"
TMFD-GMIN,"Textiles, Merchandising and Fashion Design"
TMFD-MA,"Textiles, Merchandising and Fashion Design"
TMFD-MIN,"Textiles, Merchandising and Fashion Design"
TMFD-MS,"Textiles, Merchandising and Fashion Design"
TOPS-GCER,Transdisciplinary Childhood Obesity Prevention
TPER-BA,Theatre
TPER-MAJ,Theatre
TPER-MIN,Theatre
TPRO-BA,Theatre
TPRO-MAJ,Theatre
TPRO-MIN,Theatre
TSCI-BSEH,"Textiles, Merchandising and Fashion Design (Textile Science)"
TSCI-MAJ,"Textiles, Merchandising and Fashion Design (Textile Science)"
TTDE-BFA,Theatre
TUG-NDEG,Intercampus - NCTA Undergraduate
TWRT-GCER,Teaching of Writing
TXCD-BSEH,"Textiles, Clothing and Design"
TXCD-MAJ,"Textiles, Clothing and Design"
UNDL-NDEG,Undeclared - Undergraduate
USLS-LLM,U S Legal Studies
UVST-NDEG,UG Visiting Consortium
VBMS-B1VS,Veterinary Science
VBMS-MIN,Veterinary Science
VETH-B1VT,Veterinary Technology
VETS-GMAJ,Veterinary Science
VETS-GMIN,Veterinary Science
VETS-MS,Veterinary Science
VMED-DVM,Veterinary Medicine
VOCS-MAJ,Vocational Special Needs
VSTG-NDEG,Visiting
WATR-B1WS,Water Science
WATR-MIN,Water Science
WGST-BA,Women's & Gender Studies
WGST-BS,Women's & Gender Studies
WGST-GMIN,Women's & Gender Studies
WGST-MAJ,Women's & Gender Studies
WGST-MIN,Women's & Gender Studies
WRPM-GMIN,Water Resources Planning and Management
WRPM-MIN,Water Resources Planning and Management
YTHD-GCER,Youth Development
